4	2	3	0	13	0
3	2	4	0	17	1
4	3	6	0	16	0
4	3	6	0	17	1
4	-99	-99	0	15	0
3	5	6	0	16	1
3	5	5	0	15	0
3	3	5	0	17	1
3	6	7	0	17	0
3	4	2	0	17	0
3	3	5	0	17	0
3	4	6	0	13	0
3	6	4	0	14	1
4	3	5	0	15	0
3	2	2	0	13	0
4	1	2	0	14	1
3	6	6	1	14	1
4	-99	5	0	14	1
3	7	6	1	16	0
4	6	6	1	16	1
3	2	1	0	11	0
3	2	3	0	12	1
3	6	1	0	17	0
3	4	4	0	16	1
3	6	5	0	16	1
3	5	5	0	16	1
3	7	5	0	17	0
4	4	5	0	17	1
3	2	1	0	13	0
3	3	6	0	13	0
4	4	5	0	14	0
3	4	6	0	17	0
4	6	6	0	16	0
4	5	5	0	17	0
3	5	2	1	14	1
3	2	2	0	15	1
3	7	6	0	16	0
4	2	6	1	15	0
4	5	5	0	16	0
4	2	1	0	15	0
4	7	7	0	15	1
4	3	6	1	17	0
3	6	2	0	17	0
3	5	5	1	16	1
4	6	-99	0	16	1
4	1	5	0	17	0
3	3	6	0	14	1
3	3	4	0	16	0
3	6	7	0	14	0
3	2	5	0	17	1
4	2	4	0	16	1
4	9	5	0	12	0
4	6	6	0	16	0
3	7	6	1	14	0
4	4	5	0	15	1
4	1	-99	0	17	0
3	-99	-99	0	17	0
3	-99	6	0	17	1
4	5	6	0	14	0
4	-99	-99	0	17	0
4	2	2	0	13	1
3	5	6	0	16	0
3	4	4	0	16	0
4	6	7	0	16	0
3	5	5	1	17	1
3	4	4	0	15	0
3	4	4	0	17	1
4	3	4	0	16	0
3	3	5	0	17	1
4	9	7	1	15	0
3	-99	-99	0	15	0
4	5	6	0	17	1
4	5	4	1	15	0
3	5	1	0	13	1
3	4	5	0	12	0
4	5	6	0	14	1
3	3	3	0	17	1
4	7	5	0	15	0
4	5	6	1	15	0
4	-99	-99	0	14	1
4	2	4	0	16	1
3	2	3	0	15	1
3	5	4	0	14	0
3	4	4	0	17	1
4	6	6	0	16	0
3	2	2	0	13	0
3	-99	5	0	17	1
3	6	6	0	16	0
3	5	5	0	16	0
3	1	1	0	13	0
4	6	-99	1	14	1
4	4	6	1	13	0
4	7	7	0	16	0
4	6	6	0	17	1
3	5	5	1	15	0
3	6	1	0	14	0
4	4	5	0	16	0
4	3	3	0	16	0
3	-99	-99	0	17	0
4	5	6	0	16	0
3	3	5	0	16	1
4	6	8	0	17	0
3	3	4	0	17	1
3	2	5	0	14	1
4	4	6	1	17	0
4	-99	-99	0	15	0
4	6	6	1	15	0
4	6	6	0	15	0
4	2	2	0	14	1
3	4	4	0	14	1
3	3	3	0	11	0
4	-99	3	1	15	0
3	3	6	1	16	0
4	5	3	1	11	0
3	6	7	0	16	0
3	7	7	0	17	0
3	-99	-99	1	17	1
3	4	5	0	17	1
3	6	7	1	14	1
6	6	7	1	15	0
6	3	6	0	17	0
6	6	7	1	16	0
5	7	7	0	16	1
6	1	2	0	17	0
5	4	5	0	17	1
5	6	5	0	15	1
5	3	-99	0	16	1
5	6	5	1	16	0
6	-99	7	0	17	0
6	6	7	0	16	1
7	7	7	1	16	0
6	9	6	0	16	0
6	7	8	1	16	0
5	7	7	0	15	0
7	7	7	0	17	0
7	-99	6	0	14	0
6	5	5	0	17	1
5	7	3	0	16	1
7	9	6	1	14	0
7	-99	-99	0	16	1
7	7	7	0	16	0
6	6	6	1	16	1
5	5	5	0	16	0
6	7	7	0	17	0
5	4	7	1	17	1
5	7	7	0	17	0
5	5	7	0	16	0
6	6	7	1	16	0
6	5	7	0	17	0
7	2	6	0	14	1
7	7	8	1	15	0
5	-99	5	0	17	0
6	5	5	0	16	0
7	-99	9	1	16	0
5	6	7	0	15	0
6	6	7	1	14	0
6	6	-99	0	16	0
5	7	7	0	12	0
5	7	7	0	15	1
5	7	7	0	17	0
7	7	8	0	14	0
5	7	6	0	16	1
6	6	6	0	15	1
6	-99	7	0	16	0
6	-99	-99	0	14	0
6	8	8	0	16	0
5	6	5	0	17	1
5	7	3	0	16	1
5	2	1	0	15	1
5	-99	-99	0	16	0
7	7	7	0	16	0
6	5	4	0	15	1
5	4	6	0	16	0
7	4	7	0	16	1
8	5	7	0	16	1
5	3	6	0	16	0
6	7	7	0	16	0
5	5	7	0	13	0
5	-99	-99	0	16	1
6	7	7	1	15	0
5	3	3	1	17	1
6	7	6	0	17	0
5	7	7	0	17	0
5	5	4	0	16	1
5	3	4	0	16	0
6	7	4	0	17	1
5	7	6	0	17	1
7	8	8	1	16	0
5	5	6	1	17	1
6	8	8	0	17	0
5	7	7	1	16	1
5	6	6	0	17	1
7	7	7	1	17	1
5	6	7	0	14	1
6	2	6	0	13	0
5	3	1	1	14	0
8	7	8	1	16	0
6	8	6	0	17	0
5	7	-99	0	17	0
5	7	8	1	16	0
5	2	7	0	15	0
5	7	7	0	17	0
7	5	7	1	16	1
5	7	6	0	15	0
5	6	7	0	16	0
5	7	6	0	16	0
5	4	3	0	14	0
5	4	2	0	17	1
7	9	7	0	16	0
7	7	7	1	17	1
5	6	5	0	14	0
7	7	7	0	14	1
6	7	7	0	17	0
6	6	7	0	17	0
7	7	7	1	14	0
6	7	6	1	17	0
5	4	5	0	17	0
5	6	6	0	17	0
6	7	7	1	16	0
6	7	7	0	17	0
5	6	6	0	17	1
6	7	7	1	16	1
7	7	7	1	16	0
7	7	7	1	17	0
6	4	2	0	12	1
6	7	7	0	17	0
5	6	6	1	15	0
5	5	7	0	17	0
7	6	7	0	17	0
5	7	5	0	16	1
8	6	7	1	17	0
6	9	-99	0	13	1
6	3	2	0	17	1
5	7	7	0	17	0
5	6	5	0	17	1
7	7	6	1	17	0
6	4	4	0	17	1
5	5	8	0	16	0
6	6	6	1	15	1
5	2	5	0	17	1
7	6	6	1	15	1
5	5	6	0	15	0
5	9	7	0	15	0
6	2	3	0	12	0
6	3	3	0	15	1
5	3	5	0	17	0
5	5	5	1	15	0
7	5	7	0	17	0
5	6	6	1	15	1
5	5	6	0	17	0
6	2	-99	0	17	0
6	5	6	0	17	0
6	4	3	0	15	0
6	4	6	0	16	1
7	6	6	0	17	0
5	7	7	1	16	0
6	8	6	1	13	0
5	2	1	0	17	1
7	8	6	1	16	1
5	4	4	0	15	1
5	6	6	0	17	0
7	8	8	1	17	1
5	6	3	0	15	1
5	4	6	0	17	1
5	4	4	1	13	0
5	5	7	0	17	1
6	5	5	0	14	1
6	6	7	0	17	0
6	7	6	0	17	0
5	5	3	0	12	1
6	5	7	0	14	0
6	6	3	0	17	1
6	7	6	0	17	0
5	7	6	0	16	1
